...1,umpd_case_number,occured_date_time_location,report_date_time,type,disposition,location,date,time,year,time_hour
10158,2018-00071903,12/13/18 17:15,12/14/18 14:22,Stolen Motor Vehicle,Investigation Pending,Lot 11b,2018-12-13,17:15,2018,17
10159,2018-00071925,12/14/18 17:22,12/14/18 18:56,Emergency Petition,CBE,8400 block of  Boteler  Ln,2018-12-14,17:22,2018,17
10160,2018-00071968,12/14/18 22:18,12/14/18 22:18,CDS Violation,Arrest,7200 block of  Preinkert  Dr,2018-12-14,22:18,2018,22
10161,2018-00071997,12/14/18 23:22,12/14/18 23:22,CDS Violation,Arrest,Baltimore  Ave,2018-12-14,23:22,2018,23
10162,2018-00072001,12/14/18 23:30,12/14/18 23:35,Fire,CBE,"Chem Nuc, Chemical & Nuclear Engineering at 4418  Stadium  Dr",2018-12-14,23:30,2018,23
10163,2018-00072003,12/14/18 23:54,12/14/18 23:54,Injured/Sick Person,CBE,7300 block of  Yale  Ave,2018-12-14,23:54,2018,23
10164,2018-00072046,12/15/18 02:17,12/15/18 02:17,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln,2018-12-15,02:17,2018,02
10165,2018-00072068,12/15/18 07:15,12/15/18 07:15,Other Service Call,CBE,4300 block of  Knox  Rd,2018-12-15,07:15,2018,07
10166,2018-00072081,12/15/18 09:41,12/15/18 09:41,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr",2018-12-15,09:41,2018,09
10167,2018-00072150,12/09/18 18:00,12/15/18 19:18,Theft,Investigation Pending,"Eppley, Eppley Recreation Center, ERC at 4128  Valley  Dr",2018-12-09,18:00,2018,18
10168,2018-00072162,12/15/18 21:14,12/15/18 21:14,Emergency Petition,CBE,4100 block of  Valley  Dr,2018-12-15,21:14,2018,21
10169,2018-00072170,12/15/18 22:56,12/15/18 22:56,CDS Violation,Arrest,7300 block of  Baltimore  Ave,2018-12-15,22:56,2018,22
10170,2018-00072174,12/15/18 23:52,12/15/18 23:52,CDS Violation,Arrest,4000 block of  Stadium  Dr,2018-12-15,23:52,2018,23
10171,2018-00072188,12/16/18 02:00,12/16/18 02:10,Injured/Sick Person,CBE,Centreville Hall at 4243  Valley  Dr,2018-12-16,02:00,2018,02
10172,2018-00072298,12/16/18 14:09,12/16/18 14:09,Emergency Petition,CBE,7500 block of  Preinkert  Dr,2018-12-16,14:09,2018,14
10173,2018-00072302,12/16/18 14:42,12/16/18 14:42,Damage to State Property,CBE,6900 block of  Preinkert  Dr,2018-12-16,14:42,2018,14
10174,2018-00072313,12/10/18 12:00,12/16/18 17:59,Fraud,Investigation Pending,"Denton Area Dining Hall, Denton Dining Hall at 3951  Denton Service  Ln",2018-12-10,12:00,2018,12
10175,2018-00072444,12/17/18 11:56,12/17/18 12:06,Sex Offense (Title IX Related),Arrest,6  Fraternity  Row,2018-12-17,11:56,2018,11
10176,2018-00072704,12/12/18,12/18/18 17:29,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave,2018-12-12,NA,2018,NA
10177,2018-00072710,12/18/18 18:28,12/18/18 18:42,Accident,CBE,Campus  Dr,2018-12-18,18:28,2018,18
10178,2018-00072723,12/18/18 19:00,12/18/18 20:17,Emergency Petition,CBE,4400 block of  Lehigh  Rd,2018-12-18,19:00,2018,19
10179,2018-00072729,12/18/18 21:25,12/18/18 21:25,CDS Violation,Arrest,Knox  Rd,2018-12-18,21:25,2018,21
10180,2018-00072861,12/18/18 18:00,12/19/18 13:57,Assist Other Agency,CBE,7500 block of  Dickinson  Ave,2018-12-18,18:00,2018,18
10181,2018-00072887,12/13/18 21:30,12/19/18 17:51,Theft,Investigation Pending,3400 block of  Tulane  Dr,2018-12-13,21:30,2018,21
10182,2018-00072988,12/12/18 15:00,12/20/18 10:06,Other Incident,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr",2018-12-12,15:00,2018,15
10183,2018-00073020,12/18/18 09:00,12/20/18 12:30,Theft,Investigation Pending,8000 block of  Greenmead  Dr,2018-12-18,09:00,2018,09
10184,2018-00073157,12/21/18 02:56,12/21/18 02:56,CDS Violation,Arrest,9200 block of  Baltimore  Ave,2018-12-21,02:56,2018,02
10185,2018-00073234,12/21/18 12:49,12/21/18 12:49,Damage to State Property,CBE,"Art Soc, Art Sociology, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834  Campus  Dr",2018-12-21,12:49,2018,12
10186,2018-00073309,12/21/18 19:12,12/21/18 19:12,DWI/DUI,Arrest,Baltimore  Ave,2018-12-21,19:12,2018,19
10187,2018-00073357,12/21/18 22:18,12/21/18 22:18,DWI/DUI,Arrest,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave",2018-12-21,22:18,2018,22
10188,2018-00073367,12/21/18 23:47,12/21/18 23:47,CDS Violation,Arrest,7500 block of  Mowatt  Ln,2018-12-21,23:47,2018,23
10189,2018-00073405,12/22/18 01:34,12/22/18 01:34,CDS Violation,Arrest,Rossborough  Ln,2018-12-22,01:34,2018,01
10190,2018-00073415,12/22/18 03:47,12/22/18 03:47,CDS Violation,Arrest,7400 block of  Columbia  Ave,2018-12-22,03:47,2018,03
10191,2018-00073422,12/22/18 05:03,12/22/18 05:11,Vandalism,Arrest,Pocomoke at 7569  Baltimore  Ave,2018-12-22,05:03,2018,05
10192,2018-00073526,12/22/18 21:02,12/22/18 21:02,CDS Violation,Arrest,Baltimore  Ave,2018-12-22,21:02,2018,21
10193,2018-00073728,12/24/18 02:35,12/24/18 02:35,DWI/DUI,Arrest,8700 block of  Adelphi  Rd,2018-12-24,02:35,2018,02
10194,2018-00074089,12/25/18 22:31,12/25/18 22:31,CDS Violation,CBE,Lot 3,2018-12-25,22:31,2018,22
10195,2018-00074381,12/27/18 09:15,12/27/18 09:15,Vandalism,Investigation Pending,Golf Course Maintenance Office at 3291  Metzerott  Rd,2018-12-27,09:15,2018,09
10196,2018-00074427,12/27/18 15:08,12/27/18 15:08,Warrant/Summons Service,Arrest,7400 block of  Baltimore  Ave,2018-12-27,15:08,2018,15
10197,2018-00074478,12/27/18 21:17,12/27/18 21:17,Animal Complaint,CBE,Adelphi  Rd,2018-12-27,21:17,2018,21
10198,2018-00074591,12/28/18 08:10,12/28/18 08:10,Trespassing,Arrest,340 block of  Ehrensberger  Dr,2018-12-28,08:10,2018,08
10199,2018-00074643,12/28/18 17:33,12/28/18 17:33,Warrant/Summons Service,Arrest,8000 block of  Boteler  Ln,2018-12-28,17:33,2018,17
10200,2018-00074663,12/28/18 21:21,12/28/18 21:21,CDS Violation,Arrest,4500 block of  Knox  Rd,2018-12-28,21:21,2018,21
10201,2018-00074718,12/29/18 02:00,12/29/18 02:00,DWI/DUI,Arrest,South Gate at 7567  Regents  Dr,2018-12-29,02:00,2018,02
10202,2018-00074806,12/28/18 22:00,12/29/18 15:24,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave,2018-12-28,22:00,2018,22
10203,2018-00074941,12/30/18 02:51,12/30/18 02:51,DWI/DUI,Arrest,Baltimore  Ave,2018-12-30,02:51,2018,02
10204,2018-00074943,12/30/18 03:05,12/30/18 03:05,CDS Violation,Arrest,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr",2018-12-30,03:05,2018,03
10205,2018-00075072,12/30/18 23:30,12/30/18 23:30,DWI/DUI,Arrest,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr",2018-12-30,23:30,2018,23
10206,2019-00000001,01/01/19 00:01,01/01/19 00:01,Fireworks Complaint,Arrest,4300 block of  Knox  Rd,2019-01-01,00:01,2019,00
10207,2019-00000009,01/01/19 01:20,01/01/19 01:20,DWI/DUI,Arrest,8300 block of  Baltimore  Ave,2019-01-01,01:20,2019,01
10208,2019-00000011,01/01/19 01:28,01/01/19 01:28,DWI/DUI,Arrest,7400 block of  Baltimore  Ave,2019-01-01,01:28,2019,01
10209,2019-00000203,12/28/18 17:00,01/02/19 11:34,Vandalism,CBE,7500 block of  Calvert Service  Ln,2018-12-28,17:00,2018,17
10210,2019-00000312,01/02/19 23:04,01/02/19 23:04,CDS Violation,Arrest,Metzerott  Rd,2019-01-02,23:04,2019,23
10211,2019-00000336,01/03/19 01:19,01/03/19 01:19,DWI/DUI,Arrest,The Hotel at 7777  Baltimore  Ave,2019-01-03,01:19,2019,01
10212,2019-00000443,12/11/18 22:28,01/03/19 17:35,Theft,Investigation Pending,Animal Science Building at 8127  Regents  Dr,2018-12-11,22:28,2018,22
10213,2019-00000776,01/05/19 01:14,01/05/19 01:14,DWI/DUI,Arrest,Baltimore  Ave,2019-01-05,01:14,2019,01
10214,2019-00000946,01/06/19 00:24,01/06/19 00:24,CDS Violation,Arrest,Baltimore  Ave,2019-01-06,00:24,2019,00
10215,2019-00001041,01/06/19 11:59,01/06/19 11:59,CDS Violation,Arrest,Baltimore  Ave,2019-01-06,11:59,2019,11
10216,2019-00001044,01/06/19 13:01,01/06/19 13:01,Trespassing,Arrest,Paint Branch  Dr,2019-01-06,13:01,2019,13
10217,2019-00001104,01/05/19 22:00,01/06/19 18:41,Vandalism,Investigation Pending,8200 block of  Boteler  Ln,2019-01-05,22:00,2019,22
10218,2019-00001152,01/07/19 02:03,01/07/19 02:03,DWI/DUI,Arrest,Baltimore  Ave,2019-01-07,02:03,2019,02
10219,2019-00001154,01/07/19 03:45,01/07/19 03:45,DWI/DUI,Arrest,Baltimore  Ave,2019-01-07,03:45,2019,03
10220,2019-00001310,01/07/19 23:42,01/07/19 23:42,CDS Violation,Arrest,Baltimore  Ave,2019-01-07,23:42,2019,23
10221,2019-00001414,01/08/19 11:15,01/08/19 11:33,Dept Property Damage/Loss,CBE,Kenilworth  Ave,2019-01-08,11:15,2019,11
10222,2019-00001548,01/09/19 00:55,01/09/19 06:51,Vehicle Tampering,Investigation Pending,"Leonardtown, Leonardtown #201, Leonardtown Leonardtown Office Building at 4725  Rossborough  Ln",2019-01-09,00:55,2019,00
10223,2019-00001573,08/01/14,01/09/19 12:14,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave,2014-08-01,NA,2014,NA
10224,2019-00001609,01/08/19 16:00,01/09/19 19:05,Vehicle Tampering,Investigation Pending,Lot 16b,2019-01-08,16:00,2019,16
10225,2019-00001730,01/09/19 15:20,01/10/19 11:06,Fraud,CBE,"Benjamin, Benjamin Bldg, Benjamin Building at 3942  Campus  Dr",2019-01-09,15:20,2019,15
10226,2019-00001811,01/10/19 23:06,01/10/19 23:06,DWI/DUI,Arrest,Baltimore  Ave,2019-01-10,23:06,2019,23
10227,2019-00001855,01/11/19 01:34,01/11/19 01:34,DWI/DUI,Arrest,Severn at 5245  Greenbelt  Rd,2019-01-11,01:34,2019,01
10228,2019-00001983,01/11/19 12:13,01/11/19 12:13,Recovered Stolen Property,Arrest,Preinkert  Dr,2019-01-11,12:13,2019,12
10229,2019-00001987,01/11/19 13:26,01/11/19 13:26,Injured/Sick Person,CBE,"Chesapeake, Chesapeake Building at 4300  Terrapin  Trl",2019-01-11,13:26,2019,13
10230,2019-00002075,01/11/19 22:45,01/11/19 23:03,Suspicious Person/Auto,CBE,7700 block of  Adelphi  Rd,2019-01-11,22:45,2019,22
10231,2019-00002077,01/11/19 23:18,01/11/19 23:18,Warrant/Summons Service,Arrest,Baltimore  Ave,2019-01-11,23:18,2019,23
10232,2019-00002101,01/12/19 00:42,01/12/19 00:42,Warrant/Summons Service,CBE,8300 block of  Baltimore  Ave,2019-01-12,00:42,2019,00
10233,2019-00002112,01/12/19 02:36,01/12/19 02:36,DWI/DUI,Arrest,Baltimore  Ave,2019-01-12,02:36,2019,02
10234,2019-00002113,01/12/19 02:54,01/12/19 02:54,DWI/DUI,Arrest,"College Park Metro, Metro at 4600  River  Rd",2019-01-12,02:54,2019,02
10235,2019-00002286,01/13/19 12:59,01/13/19 12:59,Death Investigation,CBE,"Physical Sciences Complex, PSC at 4296  Stadium  Dr",2019-01-13,12:59,2019,12
10236,2019-00002456,01/14/19 20:00,01/14/19 20:23,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr",2019-01-14,20:00,2019,20
10237,2019-00002540,01/15/19 13:45,01/15/19 13:51,Injured/Sick Person,CBE,340 block of  Ehrensberger  Dr,2019-01-15,13:45,2019,13
10238,2019-00002619,01/15/19 20:29,01/15/19 20:29,Threat Assessment (Title IX Related),CBE,Pocomoke at 7569  Baltimore  Ave,2019-01-15,20:29,2019,20
10239,2019-00002628,01/15/19 23:36,01/15/19 23:36,Weapon Violation,Arrest,7500 block of  Baltimore  Ave,2019-01-15,23:36,2019,23
10240,2019-00002728,01/16/19 16:55,01/16/19 16:55,Alarm,CBE,"Chem Nuc, Chemical & Nuclear Engineering at 4418  Stadium  Dr",2019-01-16,16:55,2019,16
10241,2019-00002804,01/17/19 01:03,01/17/19 01:03,CDS Violation,Arrest,Baltimore  Ave,2019-01-17,01:03,2019,01
10242,2019-00002808,01/17/19 04:14,01/17/19 04:14,Injured/Sick Person,CBE,Kim Engineering Building at 8228  Paint Branch  Dr,2019-01-17,04:14,2019,04
10243,2019-00002843,01/16/19 14:20,01/17/19 09:21,Theft,Arrest,"Van Munching, Van Munching Hall at 7699  Mowatt  Ln",2019-01-16,14:20,2019,14
10244,2019-00002860,11/01/18 09:00,01/17/19 11:06,Theft,Investigation Pending,7900 block of  Regents  Dr,2018-11-01,09:00,2018,09
10245,2019-00003147,01/18/19 23:35,01/18/19 23:38,Burglary,Arrest,"KA, Kappa Alpha at 1  Fraternity  Row",2019-01-18,23:35,2019,23
10246,2019-00003169,01/19/19 01:59,01/19/19 01:59,Injured/Sick Person,CBE,4400 block of  Knox  Rd,2019-01-19,01:59,2019,01
10247,2019-00003175,01/19/19 03:59,01/19/19 03:59,DWI/DUI,Arrest,University  Blvd,2019-01-19,03:59,2019,03
10248,2019-00003306,01/20/19 00:31,01/20/19 00:31,Warrant/Summons Service,Arrest,Baltimore  Ave,2019-01-20,00:31,2019,00
10249,2019-00003640,01/21/19 16:51,01/21/19 16:51,Assist Other Agency,CBE,4300 block of  Guilford Dr,2019-01-21,16:51,2019,16
10250,2019-00003803,01/22/19 13:44,01/22/19 13:44,Damage to State Property,CBE,3900 block of  Denton Service  Ln,2019-01-22,13:44,2019,13
10251,2019-00003911,01/23/19 01:35,01/23/19 01:35,DWI/DUI,Arrest,Baltimore  Ave,2019-01-23,01:35,2019,01
10252,2019-00004003,01/23/19 16:59,01/23/19 16:59,Traffic Arrest,Arrest,University  Blvd,2019-01-23,16:59,2019,16
10253,2019-00004006,01/23/19 17:20,01/23/19 17:20,Warrant/Summons Service,Arrest,"Club House, Golf Course Club House at 3800  Golf Course  Rd",2019-01-23,17:20,2019,17
10254,2019-00004063,01/23/19 23:37,01/23/19 23:37,CDS Violation,Arrest,Lot 11b,2019-01-23,23:37,2019,23
10255,2019-00004064,01/23/19 23:39,01/23/19 23:39,CDS Violation,CBE,Adelphi  Rd,2019-01-23,23:39,2019,23
10256,2019-00004085,01/24/19 01:59,01/24/19 01:59,DWI/DUI,Arrest,"City Hall, CP Municipal Bldg at 4500  Knox  Rd",2019-01-24,01:59,2019,01
10257,2019-00004087,01/24/19 02:02,01/24/19 02:02,Injured/Sick Person,CBE,Denton at 3854  Stadium  Dr,2019-01-24,02:02,2019,02
10258,2019-00004089,01/24/19 02:35,01/24/19 02:35,DWI/DUI,Arrest,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr",2019-01-24,02:35,2019,02
10259,2019-00004127,01/24/19 10:16,01/24/19 10:16,Injured/Sick Person,CBE,"Laboratory for Telecommunication Sciences, LTS at 8118  Greenmead  Dr",2019-01-24,10:16,2019,10
10260,2019-00004174,01/24/19 09:47,01/24/19 17:18,Fraud,Investigation Pending,3400 block of  Tulane  Dr,2019-01-24,09:47,2019,09
10261,2019-00004246,01/24/19 23:42,01/24/19 23:42,Weapon Violation,Arrest,Baltimore  Ave,2019-01-24,23:42,2019,23
10262,2019-00004256,01/25/19 00:18,01/25/19 00:18,CDS Violation,CBE,4200 block of  Lehigh  Rd,2019-01-25,00:18,2019,00
10263,2019-00004261,01/25/19 01:04,01/25/19 01:04,DWI/DUI,Arrest,The Hotel at 7777  Baltimore  Ave,2019-01-25,01:04,2019,01
10264,2019-00004263,01/25/19 01:07,01/25/19 01:07,DWI/DUI,Arrest,Baltimore  Ave,2019-01-25,01:07,2019,01
10265,2019-00004267,01/25/19 01:44,01/25/19 01:44,DWI/DUI,Arrest,Baltimore  Ave,2019-01-25,01:44,2019,01
10266,2019-00004391,01/24/19 08:00,01/25/19 12:28,Theft,Investigation Pending,4100 block of  Campus  Dr,2019-01-24,08:00,2019,08
10267,2019-00004410,01/21/19 14:00,01/25/19 14:28,Vandalism,Investigation Pending,"Tydings, Tydings Hall at 7343  Preinkert  Dr",2019-01-21,14:00,2019,14
10268,2019-00004512,01/26/19 00:49,01/26/19 00:49,Assault,Arrest,3400 block of  Tulane  Dr,2019-01-26,00:49,2019,00
10269,2019-00004520,01/26/19 01:41,01/26/19 01:41,DWI/DUI,Arrest,Baltimore  Ave,2019-01-26,01:41,2019,01
10270,2019-00004710,01/27/19 00:54,01/27/19 00:54,Injured/Sick Person,CBE,4600 block of  Knox  Rd,2019-01-27,00:54,2019,00
10271,2019-00004770,01/27/19 08:33,01/27/19 08:33,Sex Offense (Title IX Related),CBE,3900 block of  Denton Service  Ln,2019-01-27,08:33,2019,08
10272,2019-00004810,01/27/19 11:00,01/27/19 13:59,Telephone/EMail Misuse,Investigation Pending,7500 block of  Regents  Dr,2019-01-27,11:00,2019,11
10273,2019-00004845,01/27/19 16:20,01/27/19 16:57,Sex Offense (Title IX Related),Arrest,"Bob ""Turtle"" Smith Stadium, Shipley Field, Turtle Stadium at 4122  Fieldhouse  Dr",2019-01-27,16:20,2019,16
10274,2019-00005006,01/24/19 19:00,01/28/19 09:08,Theft,Unfounded,Morrill Hall at 7313  Preinkert  Dr,2019-01-24,19:00,2019,19
10275,2019-00005047,01/28/19 14:01,01/28/19 14:01,Emergency Petition,CBE,"H.J. Patterson Hall, HJ Patterson Hall at 4065  Campus  Dr",2019-01-28,14:01,2019,14
10276,2019-00005057,12/20/18 08:00,01/28/19 14:59,Theft,Investigation Pending,Lot 11b,2018-12-20,08:00,2018,08
10277,2019-00005069,01/26/19 20:45,01/28/19 16:39,Dept Property Damage/Loss,CBE,1200 block of  Liberity Rd,2019-01-26,20:45,2019,20
10278,2019-00005140,01/28/19 23:00,01/28/19 23:08,CDS Violation,Arrest,"Oakland, Oakland Hall at 3912  Denton Service  Ln",2019-01-28,23:00,2019,23
10279,2019-00005143,01/28/19 23:21,01/28/19 23:21,CDS Violation,Arrest,Ellicott at 4052  Stadium  Dr,2019-01-28,23:21,2019,23
10280,2019-00005192,01/29/19 03:40,01/29/19 03:40,DWI/DUI,Arrest,Baltimore  Ave,2019-01-29,03:40,2019,03
10281,2019-00005278,01/29/19 10:55,01/29/19 10:39,Injured/Sick Person,CBE,Prince Frederick Hall at 7030  Preinkert  Dr,2019-01-29,10:55,2019,10
10282,2019-00005344,01/29/19 18:01,01/29/19 18:01,CDS Violation,CBE,4100 block of  Valley  Dr,2019-01-29,18:01,2019,18
10283,2019-00005384,01/30/19 00:29,01/30/19 00:29,Disorderly Conduct,CBE,Easton at 3917  Denton Service  Ln,2019-01-30,00:29,2019,00
10284,2019-00005393,01/30/19 01:22,01/30/19 01:22,CDS Violation,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr",2019-01-30,01:22,2019,01
10285,2019-00005394,01/30/19 01:00,01/30/19 01:23,Injured/Sick Person,CBE,Baltimore  Ave,2019-01-30,01:00,2019,01
10286,2019-00005396,01/30/19 01:39,01/30/19 01:39,Injured/Sick Person,CBE,Queen Anne at 7645  Preinkert  Dr,2019-01-30,01:39,2019,01
10287,2019-00005398,01/30/19 02:11,01/30/19 02:11,DWI/DUI,Arrest,Baltimore  Ave,2019-01-30,02:11,2019,02
10288,2019-00005479,12/12/18 10:00,01/30/19 13:38,Theft,Arrest,"Armory, Reckord Armory at 4490  Rossborough  Ln",2018-12-12,10:00,2018,10
10289,2019-00005484,01/30/19 14:24,01/30/19 14:24,Vandalism,Investigation Pending,4000 block of  Stadium  Dr,2019-01-30,14:24,2019,14
10290,2019-00005496,01/30/19 15:45,01/30/19 15:58,Assault,CBE,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028  Stadium  Dr",2019-01-30,15:45,2019,15
10291,2019-00005527,01/30/19 19:12,01/30/19 19:12,CDS Violation,CBE,Ellicott at 4052  Stadium  Dr,2019-01-30,19:12,2019,19
10292,2019-00005576,01/30/19 23:38,01/30/19 23:38,Vandalism (Title IX Related),Investigation Pending,4000 block of  Stadium  Dr,2019-01-30,23:38,2019,23
10293,2019-00005594,01/31/19 01:01,01/31/19 01:01,Injured/Sick Person,CBE,The Hotel at 7777  Baltimore  Ave,2019-01-31,01:01,2019,01
10294,2019-00005600,01/31/19 01:29,01/31/19 01:29,DWI/DUI,Arrest,McDonald's at 8301  Baltimore  Ave,2019-01-31,01:29,2019,01
10295,2019-00005608,01/31/19 03:06,01/31/19 03:06,Suspicious Person/Auto,CBE,7200 block of  Preinkert  Dr,2019-01-31,03:06,2019,03
10296,2019-00005636,01/31/19 08:25,01/31/19 09:14,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave,2019-01-31,08:25,2019,08
10297,2019-00005647,01/31/19 09:50,01/31/19 10:04,Injured/Sick Person,CBE,"Van Munching, Van Munching Hall at 7699  Mowatt  Ln",2019-01-31,09:50,2019,09
10298,2019-00005671,01/31/19 12:00,01/31/19 14:32,Theft,Investigation Pending,"Chem Nuc, Chemical & Nuclear Engineering at 4418  Stadium  Dr",2019-01-31,12:00,2019,12
10299,2019-00005726,09/16/18,01/31/19 22:11,Theft,Investigation Pending,4300 block of  Knox  Rd,2018-09-16,NA,2018,NA
10300,2019-00005780,02/01/19 01:09,02/01/19 01:09,Injured/Sick Person,CBE,4100 block of  Valley  Dr,2019-02-01,01:09,2019,01
10301,2019-00005812,02/01/19 03:12,02/01/19 03:12,DWI/DUI,Arrest,Baltimore  Ave,2019-02-01,03:12,2019,03
10302,2019-00005916,02/01/19 06:00,02/01/19 13:39,Burglary,Investigation Pending,Queen Anne at 7645  Preinkert  Dr,2019-02-01,06:00,2019,06
10303,2019-00006100,02/02/19 00:52,02/02/19 00:52,DWI/DUI,Arrest,Baltimore  Ave,2019-02-02,00:52,2019,00
10304,2019-00006138,02/01/19 21:15,02/02/19 07:25,Burglary,Arrest,3900 block of  Campus  Dr,2019-02-01,21:15,2019,21
10305,2019-00006255,02/02/19 19:13,02/02/19 19:13,Warrant/Summons Service,Arrest,7600 block of  Library  Ln,2019-02-02,19:13,2019,19
10306,2019-00006276,02/02/19 22:36,02/02/19 22:36,Suspicious Activity,CBE,"Garrett, Garrett Hall at 7570  Calvert Service  Ln",2019-02-02,22:36,2019,22
10307,2019-00006285,02/02/19 23:00,02/02/19 23:22,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave,2019-02-02,23:00,2019,23
10308,2019-00006308,02/03/19 00:37,02/03/19 00:37,Suspicious Person/Auto,Arrest,Chemistry  Ln,2019-02-03,00:37,2019,00
10309,2019-00006338,02/02/19 01:34,02/03/19 02:26,Check on the  Welfare,CBE,Pocomoke at 7569  Baltimore  Ave,2019-02-02,01:34,2019,01
10310,2019-00006342,02/03/19 03:00,02/03/19 03:10,Injured/Sick Person,CBE,Ellicott at 4052  Stadium  Dr,2019-02-03,03:00,2019,03
10311,2019-00006350,02/03/19 05:51,02/03/19 05:51,Injured/Sick Person,CBE,8600 block of  Boteler  Ln,2019-02-03,05:51,2019,05
10312,2019-00006453,02/03/19 00:15,02/03/19 17:07,Emergency Petition,CBE,Montgomery at 7570  Regents  Dr,2019-02-03,00:15,2019,00
10313,2019-00006541,02/04/19 02:23,02/04/19 02:23,Damage to State Property,Investigation Pending,3900 block of  Campus  Dr,2019-02-04,02:23,2019,02
10314,2019-00006559,01/08/19 08:00,02/04/19 08:32,Theft,Investigation Pending,4400 block of  Campus  Dr,2019-01-08,08:00,2019,08
10315,2019-00006629,02/04/19 12:22,02/04/19 12:22,Injured/Sick Person,CBE,"Tydings, Tydings Hall at 7343  Preinkert  Dr",2019-02-04,12:22,2019,12
10316,2019-00006691,02/04/19 17:00,02/04/19 17:38,Injured/Sick Person,CBE,Health Center at 3983  Campus  Dr,2019-02-04,17:00,2019,17
10317,2019-00006694,02/04/19 15:00,02/04/19 17:55,Theft,Investigation Pending,LaPlata Beach,2019-02-04,15:00,2019,15
10318,2019-00006718,02/04/19 20:45,02/04/19 20:57,CDS Violation,Arrest,Worcester at 7405  Preinkert  Dr,2019-02-04,20:45,2019,20
10319,2019-00006745,02/04/19 23:47,02/04/19 23:47,CDS Violation,Arrest,Baltimore  Ave,2019-02-04,23:47,2019,23
10320,2019-00006746,02/04/19 23:30,02/04/19 23:45,Telephone/EMail Misuse (Title IX Related),CBE,4300 block of  Knox  Rd,2019-02-04,23:30,2019,23
10321,2019-00006756,02/05/19 01:05,02/05/19 01:05,DWI/DUI,Arrest,Baltimore  Ave,2019-02-05,01:05,2019,01
10322,2019-00006757,02/05/19,02/05/19 01:11,Injured/Sick Person,CBE,7500 block of  Hopkins  Ave,2019-02-05,NA,2019,NA
10323,2019-00006762,02/05/19 02:18,02/05/19 02:18,DWI/DUI,Arrest,"City Hall, CP Municipal Bldg at 4500  Knox  Rd",2019-02-05,02:18,2019,02
10324,2019-00006900,02/05/19 15:35,02/05/19 16:01,Injured/Sick Person,CBE,"Football Team House, Gossett, Gossett Football Team House at 4068  Fieldhouse  Dr",2019-02-05,15:35,2019,15
10325,2019-00006908,02/01/19 18:30,02/05/19 16:52,Theft,Investigation Pending,7000 block of  Preinkert  Dr,2019-02-01,18:30,2019,18
10326,2019-00006920,02/05/19 17:25,02/05/19 19:51,Assault,Investigation Pending,3900 block of  Campus  Dr,2019-02-05,17:25,2019,17
10327,2019-00006939,02/05/19 22:45,02/05/19 23:13,Injured/Sick Person,CBE,6900 block of  Preinkert  Dr,2019-02-05,22:45,2019,22
10328,2019-00006966,02/06/19 01:04,02/06/19 01:04,DWI/DUI,Arrest,Baltimore  Ave,2019-02-06,01:04,2019,01
10329,2019-00007003,02/04/19 18:15,02/06/19 08:41,Theft,CBE,"Eppley, Eppley Recreation Center, ERC at 4128  Valley  Dr",2019-02-04,18:15,2019,18
10330,2019-00007008,02/06/19 08:55,02/06/19 09:01,Theft,Investigation Pending,8700 block of  Boteler  Ln,2019-02-06,08:55,2019,08
10331,2019-00007031,02/06/19 06:35,02/06/19 11:56,Injured Officer,CBE,Balt/wash Pkwy,2019-02-06,06:35,2019,06
10332,2019-00007045,02/06/19 13:23,02/06/19 13:23,Damage to State Property,CBE,"Patuxent, Patuxent Building, Telecommunications at 4161  Fieldhouse  Dr",2019-02-06,13:23,2019,13
10333,2019-00007052,02/06/19 14:47,02/06/19 14:47,Warrant/Summons Service,Arrest,"Leonardtown #244, Leonardtown at 4673  Rossborough  Ln",2019-02-06,14:47,2019,14
10334,2019-00007090,02/06/19 18:02,02/06/19 18:02,Emergency Petition,CBE,4200 block of  Chapel  Ln,2019-02-06,18:02,2019,18
10335,2019-00007120,02/06/19 23:30,02/07/19 00:06,Injured/Sick Person,CBE,7300 block of  Rhode Island  Ave,2019-02-06,23:30,2019,23
10336,2019-00007143,02/07/19 01:24,02/07/19 01:24,Injured/Sick Person,CBE,Easton at 3917  Denton Service  Ln,2019-02-07,01:24,2019,01
